rfi_number,project,trade,co_amount,current_score,applicability,actionability,root_cause_clarity,specific_action,summary,flag,question_text
RFI-1745.1,Southline Office,,62479.0,N/A,,,,,,UNDERSCORE?,PSD - Obtrusions in Parking Spaces - Unique Conditions Details
RFI-1425,Southline Office,"structural, plumbing",62341.0,N/A,,,,,,UNDERSCORE?,Reference: Submittal #4090 - B2 Plumbing Fixtures The approved LAV-2 sink (American Standard Decorum Wall-Hung Lavatory with Everclean) has a total weight load of 250 lbs. This exceeds the 200 lb. backing support detail 11/A9.12. Please advise if the backing support detail 11/A9.12 is sufficient for
RFI-1670.1,Southline Office,architectural,62341.0,4,category_specific,medium,partial,Ensure proper alignment checks between drywall and metal decking in future designs.,"The RFI highlights a notable installation challenge due to misalignment, which can inform future des",,"Reference: SLP1 - RFI 1670.1 - PSD Elevator Tower Trim Plate Detail Confirmation_R1 SLP1 - RFI 1670 - PSD Elevator Tower Trim Plate Detail Confirmation Email Correspondence between DES and DPR Detail 6/A8.20 Background: Per RFI 1670, a GSM closure angle got added to provide a location for caulking t"
RFI-0893.2,Southline Office,"structural, architectural",61866.0,4.5,category_specific,medium,clear,Implement a checklist item for verifying embed locations during the design phase to prevent similar ,The RFI highlights the importance of verifying embed locations to avoid structural modifications dur,,"Reference: SLP1 - RFI0893.2 - B1 Balcony Guardrail Added Plate to Embeds Confirmation_R2 SLP1 - RFI0893.1 - B1 Balcony Guardrail Added Plate to Embeds Confirmation_R1 RFI0893.1-SK5, and SK6 Post on: Detail 8/A8.21 Background: Due to missed steel embeds at corners of Level 3 balcony curbs, the steel "
RFI-0498,Southline Office,,61039.0,N/A,,,,,,UNDERSCORE?,Offsite - Maple Rule 20 JT Conflict with existing utilities
RFI-2046,Southline Office,"architectural, plumbing, other",60885.0,4.5,broad,high,partial,Implement drainage solutions in elevator lobby designs to prevent water accumulation.,The RFI highlights the need for improved drainage solutions in elevator lobby designs to prevent wat,,"Reference: SLP1 - RFI 2046 - PSD Tier 1 Elevator Lobby Trench Drain Confirmation A7.01 Mark up PSD Tier 1 Lobby Pictures Site Drawing C4.2 At the elevator lobby on Tier 1, it was noticed that during heavy rain and wind events, water starts to accumulate under the stair landings, traveling through th"
RFI-1075,Southline Office,,60849.0,N/A,,,,,,UNDERSCORE?,"Reference: SLP1 - RFI1075 - PSD Transformer Room Pulling Eye Structural Design Confirmations Detail 6/A4.01 Background: Referencing detail 6/A4.01, Transformer Room 109 requires three(3) pulling eyes with a working load of 10,000 lbs. as noted in keynote 757. Question 1: Please confirm the current C"
RFI-89,CoreSite Data Center,architectural,59960.0,4,broad,high,clear,Implement a more rigorous design review process that includes all relevant stakeholders to ensure al,"The RFI resulted from a design oversight regarding the treatment of active drainage risers, leading ",,"Per 7/21 DPR/Design Teams workshop, existing drainage risers were identified and in Storage 234 with no chase or covering shown in design. These risers are active and service the South-most UPS room CRAHs on level 4. However, the floor drains adjacent to the risers are not in service. Per 7/21 works"
RFI-1106,Southline Office,,59210.0,4,category_specific,medium,partial,Ensure that electrical conduit routing is reviewed against insulation layers in future designs to av,The RFI highlights the importance of considering electrical conduit routing in relation to insulatio,,"Reference: M2.02 Markup Per coordination with DES, Alliance, Sprig, ASI, and DPR, the attached roof electrical/controls rough in strategy was proposed to minimize overhead exposed conduit/MC within B2. MC routing is to be kept grouped as much as possible with 12"" minimum between each group. Tops of "
RFI-1586,Southline Office,architectural,59210.0,4.5,broad,medium,clear,Ensure that all roof hatch dimensions and installation details are verified against structural openi,The RFI reveals a critical design coordination issue regarding roof hatch dimensions that could lead,,"Ref: A2.02S, A8.21, Submittal 4212-07-5419 During previous rounds of shop drawing review for 4212:B2 PVC Membrane Roofing Product Data and Taper Plan, it was noted that a 30”x30” roof hatch was called out in the architectural drawings and that contractor was to coordinate the location of the sub-bea"
RFI-86,CoreSite Data Center,architectural,59171.0,N/A,,,,,,UNDERSCORE?,"Detail 4/A06-62 provides a section detail shows roller window shade installation. However, this detail shows the window shade bracket fastened directly to an existing curtain wall mullion and new blocking above the bracket as needed. Attachment directly to the existing curtain wall mullion may"
RFI-113,CoreSite Data Center,"architectural, interior_finishes",59171.0,N/A,,,,,,UNDERSCORE?,"In Corridor 262 walls, there are 4 locations where existing plumbing risers will partially protrude outside of the walls. Per prior coordination with Design team, 3 of the 4 protrusion locations can be resolved with a furred bump out around the plumbing risers by sistering studs to the corridor 262 "
RFI-33,CoreSite Data Center,architectural,59171.0,N/A,,,,,,UNDERSCORE?,"The RCP shows Women & Men's Restroom ceilings @10' 0"" and at sink areas-ceiling in RCP shows to be @11'-0"". The Architecture Model ceiling height is @10' 0"" and sink ceilings @8' 0"". Please confirm the ceiling heights near sink area. Suggested answer Please confirm if ceiling height near sink area i"
RFI-92,CoreSite Data Center,"interior_finishes, architectural",59171.0,3,category_specific,medium,partial,Ensure framing dimensions are verified against specifications before installation.,This RFI highlights a common issue with framing dimensions in interior finishes.,UNDERSCORE?,"remove corner bead, replace framing to correct size, replace gyp, replace tape?"
RFI-46,CoreSite Data Center,"interior_finishes, mechanical",59171.0,4,category_specific,medium,partial,Ensure elevation of mechanical units is verified against ceiling heights in future designs.,The elevation of VAV units above the ceiling line is a critical design consideration for coordinatio,,Should they be moved to a new elevation above the ceiling line?
RFI-94,CoreSite Data Center,"architectural, structural",59171.0,5,,high,,Ensure all design documents are thoroughly reviewed for compliance with fire safety codes before con,The RFI addresses a critical fire safety compliance issue regarding the wall type in the janitor's c,,"The current design calls for a furred wall (E6-D) at the south wall of the Janitor's Closet; however, the janitor's closet is to maintain a 1hr rating per A03-03B which cannot be achieved with an E type wall. If the wall rating is to be maintained, DPR proposes changing South wall of the janitors cl"
RFI-62.2,CoreSite Data Center,architectural,59171.0,N/A,,,,,,UNDERSCORE?,"Per RFI 62.1, it has been confirmed that a bulkhead soffit is to be added between the 11' and 9'8"" ceiling heights in the corridor. Please confirm the following: The exact height of the bulkhead soffit to be constructed. Whether the soffit will terminate flush with the lower ceiling (9'8"") or extend"
RFI-0134,Southline Office,,57882.0,N/A,,,,,,UNDERSCORE?,B1 Freight Elevator E Shaft Size
RFI-1445,Southline Office,,57866.0,4,category_specific,medium,partial,Ensure traffic control measures are considered in design phases to avoid similar issues.,The RFI highlights the need for better integration of traffic control measures in design.,,"Reference Drawing: R20 DL JT4.0 Per our approved Dollar/Linden traffic control plan with the city, the K-rails are sitting on top of the proposed JT, see JT4.0 highlighted area. DPR would like to propose to shift the JT 5' West to provide enough space for our traffic control measure, equipment, and "
RFI-1440,Southline Office,"architectural, electrical, landscaping, civil_site",55385.0,3,narrow,medium,partial,Ensure all site photometric studies are reviewed and confirmed in coordination meetings.,This RFI highlights the need for confirmation of site photometric studies during project coordinatio,UNDERSCORE?,"REF: Site - B2 Current Set: E1.00 POST TO: Site - B2 Current Set: E1.00 Please review the attached file. Please confirm with no exception the B2 Site Photometric Study as designed per the coordination meeting between Silverman, Sprig, DPR, DES and HLB."
RFI-1412,Southline Office,,53629.0,4,category_specific,medium,partial,Ensure thorough review of conduit layouts during design phase to prevent discrepancies.,The RFI reveals a design inconsistency in conduit layout that requires clarification to avoid minor ,,Reference: R16 E2.0 For the R16 PGE PM Drawing #35385893 PEC had installed per the plans 2 (EA) 6” conduit coming out of the #7 vault highlighted in red (as shown in the attached PGE PM#35385893 drawing). One of the 6” conduit is stubbed out for future use and the other 6” conduit was stubbed short 
RFI-1409,Southline Office,"architectural, exterior_envelope",53268.0,N/A,,,,,,UNDERSCORE?,"Reference: SLP1 - RFI 1409 - PSD Flashings at Terracotta-Plaster Transitions Confirmation Details 16/A8.01, 6/A8.11, 5/A8.11 and 7/A8.10 Question 1: Please confirm if flashings similar to 16/A8.01 are intended for Plaster/Terracotta transitions at the NW and NE corners. Question 2: Please confirm if"
RFI-1793,Southline Office,architectural,52964.0,4,category_specific,medium,partial,Implement a checklist for MEP fixture alignment and coordination with architectural elements.,This RFI highlights common coordination issues between MEP and architectural elements that require a,,"Reference Documents: E2.01, A3.01, FP1.02, Attachment Based on field walk with DES on 7/8/24 there are adjustments required to the MEP fixtures and access panels in the ceiling soffit at the Servery. Per A3.01 the (3) light fixtures along GL7 do not align with the the heat lamps. Per DES light fixtu"
RFI-1074,Southline Office,"architectural, exterior_envelope",52125.0,4,category_specific,medium,partial,Ensure curb installations are verified against framing details to avoid gaps.,The RFI reveals a design oversight in curb installation that could affect future projects.,,"Ref: A2.03S, Detail 20/A8.21 Suggested answer Per A2.03S, the perimeter curb at the balconies is to stop at the location of the slab depression. This leaves a gap from edge of curb to the framing for the terracotta return wall. Curb was also installed short of the slab depression which increased the"
RFI-1123,Southline Office,"architectural, structural",50641.0,4,,medium,,Implement a review process for layout confirmations to prevent similar coordination gaps in future p,The RFI reveals a coordination gap in the vehicle barrier cable rail layout that could lead to struc,,"Reference: SLP1 - RFI1123 - PSD Tier 5 Vehicle Barrier Cable Rail Layout Confirmation SLP1 - RFI700.1 - PSD Concrete Ramp and Slab Edge Confirmation_R1 Email Correspondence between DES/Olesya and DPR/Luis Background: Per RFI700.1 response, shear walls at Tier 5 are to get openings which require new "
RFI-0508,Southline Office,structural,50365.0,N/A,,,,,,UNDERSCORE?,Ref: 14/S5.50 DBA's cannot be installed where wide flanged columns and braced frame gusset plates occur due to length of DBA's and required access for DBA welding gun. Please see attached markups for suggested adjustments at conflict locations which have been coordinated with SEOR.
RFI-0589,Southline Office,architectural,49805.0,N/A,,,,,,,Ref: G0.01 Per email dated 5/9/23 please confirm that the direction from DES is to fireproof penthouse columns and beams and provide sealer at locations considered air plenums and non-ducted air shafts.
RFI-1817,Southline Office,landscaping,48940.0,4,category_specific,medium,partial,Consider implementing a checklist for percolation testing and drainage solutions in future landscapi,The RFI highlights a drainage issue that could affect future landscaping designs.,,REF: RFI 1494.1 Please reference the attached file. Attached are the test results from tree pit percolation testing performed along Southline avenue planters. Several locations did not percolate and therefore Brightview recommends installing additional drainage such as perf pipe. Please review these
RFI-1817.1,Southline Office,landscaping,48940.0,4.5,category_specific,high,clear,Ensure sump drains are installed where percolation testing fails and consider varying the depth base,The RFI emphasizes the importance of installing sump drains in areas with failed percolation tests t,,"REF: Site - Offsite Current Set: L4.30, RFI 1817 POST TO: Site - Offsite Current Set: L4.30 Please review the attached file. Per the response to RFI 1817, BrightView performed a sump drain test at one of the tree locations along Southline Avenue. This was at a 36"" box tree pit with a 4' sump drain t"
RFI-1794,Southline Office,"architectural, structural",47992.0,N/A,,,,,,,"Ref: A9.81, Submittal 4875 Per submittal 4875 review comments a significant number of horizontal 1x1 HSS members were removed. During constructability review, Glazier and Crestamrk both feel that there is not adequate structural support for the floating inner 1x1 framing elements without the horizon"
RFI-2024,Southline Office,"electrical, food service",47464.0,4,category_specific,medium,partial,Ensure that all electrical plans include detailed switch placements for kitchen equipment to avoid c,The RFI highlights a coordination gap regarding the placement of remote switches for kitchen heat la,,"Ref: QF101, QF301, Submittal #4162 Kitchen Equipment # 218 & 217 Decorative Heat Lamps have remote switches for control. These remote switches were not shown on the Kitchen Electrical Plans. Switch options on the fixture itself are not an option for the High Watt Heat Lamps. Please confirm the attac"
RFI-127,Silicon Valley Office,,47010.0,3,broad,medium,partial,Implement a more rigorous review process for design specifications and trade coordination during the,The RFI revealed a costly coordination failure regarding UL design specifications that led to a sign,,Can we use the UL design V497 in the 1st floor MDF (102) and Fire Command Center (104) along the exterior?
RFI-1930,Southline Office,architectural,45772.0,N/A,,,,,,,"Referenced Document: A4.02, A6.02, 7/A9.72 Question: Outlet on the West side of conference room 2 land inside of the banquette seating. 1.) Please advise if outlets are to remain & need to be relocated or if they are to be abandoned. Outlet in the dining room (139) bussing station lands inside the c"
RFI-224,Silicon Valley Office,structural,45550.0,4,broad,high,clear,Implement a more rigorous review process for material specifications during the design phase.,The switch from wood to metal kickers due to design oversight resulted in a costly change order.,,Exterior Wall Bracing at GL 3.6 and Nanawall
RFI-272,Silicon Valley Office,,45550.0,N/A,,,,,,,Atrium Header Detail Needed along E & W entrance
RFI-100,CoreSite Data Center,"architectural, electrical, structural",45000.0,N/A,,,,,,,For future power is possible to utilize cut-in boxes?
RFI-1438,Southline Office,"architectural, structural",44718.0,N/A,,,,,,,"Referenced Documents: S2.3, S5.3 Question: Due to the difficulty in installing the embed at the top of line 5 shear wall, the finished product resulted in a non- flat surface plane. Therefore, when the collector plates span from the CLT to the TOW Embed, the collector plate does not sit flat resulti"
RFI-1269,Southline Office,"architectural, electrical, fire_protection, mechanical, other, structural",44059.0,N/A,,,,,,,Ref: Superplot of Penetration Layouts on Existing Predrill Deck; Roof Panels Plan (submittal 4234-061543-0-B2 Mass Timber Shop Drawing); Sprig Penetrations Layout; ASI Penetration Layout; Transbay Penetration Layout; S6.1 (PCR #2 dated 10.04.23) Post on: S2.3 & detail 6/S6.1 The first page of the at
RFI-0483,Southline Office,waterproofing,43547.0,N/A,,,,,,,"Reference: SLP1- 570-071300 Below Grade Waterproofing Shop Drawings Q1: The red line indicates the current CJ location in the field. It is vertical instead of horizontal, please confirm this is acceptable. Q2: This results in the waterstop not being installed where it is currently called out. Please"
RFI-1959,Southline Office,architectural,43350.0,4,,medium,,Review and revise design standards for fire sprinkler installations to prevent similar issues in fut,The RFI addresses a design error related to fire sprinkler installations that could affect aesthetic,,"Referenced Documents: A2.01, 14/A9.12 Question: Fire sprinklers are currently penetrating RipTrack rips of drywall at different elevations at front of house locations. Both the Fire Sprinkler system and the Rips of Drywall are installed per plan however in order to remediate the aesthetic component,"
RFI-1755,Southline Office,,41593.0,4,narrow,medium,partial,Implement a thorough site investigation protocol for existing conditions prior to excavation.,The RFI highlights the importance of thorough site investigations to avoid unforeseen obstacles duri,,"Reference drawing: C6.6 During excavation for SDMH-5, A&B encountered unforeseen concrete that is in conflict with the new SDMH-5 location. After further investigation, A&B confirmed that the pipe is abandoned. Please confirm if this unforeseen concrete can be removed to allow installation of SDMH-5"
RFI-0855,Southline Office,"architectural, structural",41175.0,N/A,,,,,,,"Referenced Documents: A2.01, A4.03 At the south wall in the nook of the servery there is a low soffit between the two nook walls and a large duct above. The duct above does not allow for the two side walls to go up to the deck and support the soffit. Please confirm the following pertaining to the J "
RFI-1980,Southline Office,architectural,40983.0,N/A,,,,,,,"Referenced Documents: 6B/A6.03 Question: Detail 6B on A6.03 does not show the joint layout for the Mirror Glass (GL-2) directly behind the TV. Please confirm which mirror glass layout is desired from the 3 options provided in the mark-up attached. Additionally, please provide joint thickness dimensi"
RFI-1142.2,Southline Office,structural,40516.0,N/A,,,,,,,"Referenced Attachments: S2.2 Question: Refer to attached sketch 'SK-GC-501' Q1. Sections A-A, B-B & C-C on SK-GC-501 show the set-out for the canopy kickers. Please verify this is OK? Or advise otherwise. Q2. Refer to Section C-C, D-D & E-E on SK-GC-501. There are Kickers required on Grids 8 & 11 pe"
RFI-1119,Southline Office,structural,40516.0,N/A,,,,,,,"Referenced Attachments: A4.20, S6.3 Question: Please see attached ""SK-MC-025"" for queries noted below. Please note attached ""GC RFI #0906 - REF ONLY - SK-MC-020"" is for reference only. 1 - Please verify positions of HSS outriggers are acceptable or advise otherwise. 2 - Design drawings locate HSS8x8"
RFI-1119.1,Southline Office,structural,40516.0,N/A,,,,,,,"Referenced Documents: RFI-1119, SK-MC-025 1. Please verify positions of HSS outriggers are acceptable or advise otherwise. See question clarifications provided in blue. 5. Response to Q2 on GC RFI #906 notes ""Stud wall position by facade designer and/or architect"". No further information was provide"
RFI-0554,Southline Office,"architectural, structural",39903.0,N/A,,,,,,,"Ref: Detail 1/A7.21 Per coordination with SEOR, please confirm it is acceptable to install 1/2"" plate embed along edge of slab where railing stringer occurs. Where stringer occurs across beam stringer will be notched around beam. Where edge of slab is cantilevered off beam L6x6 angle will be install"
RFI-1916,Southline Office,,39776.0,N/A,,,,,,,"Reference Drawing C4.3 Currently there are two existing SDCB on C4.3 that is in conflict with the face of curb. The catch basin(#1) will need to be relocated 6"" away from the curb. Catch Basin #2 shows a conflict with new curbs as well. See attached. Please confirm it is acceptable to demo and repla"
RFI-0078,Southline Office,"architectural, interior_finishes",39588.0,N/A,,,,,,,Ref: A2.07 (95% CD drawing dated 08.26.22); Email correspondence with Katherine Moore/Salter dated 04.12.22 Please see email correspondence with Katherine/Salter confirming that sound absorptive material needs to be installed in the chiller room which is not shown in A2.07. 1. Please provide updated
RFI-0705,Southline Office,structural,39450.0,N/A,,,,,,,"Ref: Detail 4/A8.30, Detail 14/S5.01, WW2.00 This is a confirming RFI the attached S&S details for davit base and plate attachments to structure are acceptable. Please see attached for more information."
RFI-209,Silicon Valley Office,,39410.0,N/A,,,,,,,"Ref: Attached RFI-209 Markup; Architectural and structural drawings assume level grade at OES yard. Structural drawing PK2-S6.7.1 and Architectural drawing PK2-A6.8.1 has a 6"" curb above grade. Architectural drawing PK2-A6.8.1 has a 8'-0"" fence panel with 0'-4"" from top of curb to bottom of fence pa"
RFI-1049,Southline Office,structural,38759.0,N/A,,,,,,,"Ref RFI 939 response; J&K/A9.10; 1&4/A4.01; 1/A4.02; A4.03; 1/A9.72: This RFI is being written per PMA request. Details J&K/A9.10 call out for full-wall-height 3x3x1/8 HSS tube steel supports in J1 & K1 type walls no further than 8"" max from wall end and spaced at 4'-0"" on center. This condition exi"
RFI-167,Silicon Valley Office,,38668.0,N/A,,,,,,,"Currently, the PK2-A2.1.2.2B shows the storefront butting to the curtainwall mullion, while detail 32/PK2-A2.1.2B shows drywall “Partition as Scheduled, See plans”, between storefront and mullion mate. Additionally, the model does not show partition between the storefront and mullion mate. 1. Due to"
RFI-1067.2,Southline Office,,38432.0,N/A,,,,,,,"Ref: 2/S7.1, 4/S7.1, & RFI 1067: 1. Detail 2/S7.1 shows hooked vertical reinforcement bars - based on interior cell size of CMU block (no larger than 5-3/8"" x 5"" for full size block), the bar hook is likely to not fit within the wall. Please confirm vertical bar extending into top course of CMU wall"
RFI-1067,Southline Office,architectural,38432.0,N/A,,,,,,,"Ref Sheet A5.11A; 1,5,9/S7.1; Bid Exhibit 26 CMU Patterning: Based on the size of CMU blocks, spacing between doors, and required rebar reinforcement at doorways and control joints, the layout for CMU shown in 1&2/A5.11A cannot be accommodated. The attached document includes dimensioned lengths prov"
RFI-2087,Southline Office,,37319.0,5,,high,,Implement immediate remediation of the cracks using one of the proposed options to prevent further w,Water infiltration through cracks in concrete landings poses a serious risk to electrical fixtures b,,"Reference: SLP1 - RFI 2087 - PSD Stair 2 Concrete Landing Cracking Remediation Confirmation Sheet A7.02, E0.02, E2.03 Submittal 3472 - PSD Light Fixture (Product Data) Attached Pictures Background: At the Stair 2 concrete landings of Tiers 3-5, it is being noticed that water is seeping through the c"
RFI-0318.2,Southline Office,,36398.0,N/A,,,,,,,"Reference: RFI 0318, 0318.1, 0563 Q1: Per RFI 318, 318.1 and 563, stairs 1 and 2 are to receive AS250 non slip coating @ treads and landings. Per the product data, AS250 is a vehicular grade non slip coating and AS150 is a pedestrian grade non slip coating. Please note that AS250 comes in only two c"
RFI-1338,Southline Office,architectural,36398.0,N/A,,,,,,,"Reference: SLP1 - RFI 1338 - PSD Elevator Shaft Wall Paint Confirmation Email Correspondence Between DES and GPLA dated 01/18/2024 Post on A7.01 Per the job walk on 01/30/2024 and the email correspondence between DES and DPR dated 01/18/2024, please confirm that painting all 4 walls of the elevator "
RFI-0928,Southline Office,structural,35997.0,N/A,,,,,,,"Referenced Documents: A5.12, S2.2 Question: Please see attached ""SK-MC-008"" for queries 1-4. 1 - Please verify roof screenwall framing arrangement dimensions are acceptable or advise correct dimensions. 2 - Please verify roof screenwall framing levels as shown are acceptable or advise correct levels"
RFI-0928.2,Southline Office,structural,35997.0,5,,high,,Ensure that all structural support elements are installed as specified in the design documents to pr,The RFI highlights a critical structural concern regarding the support of the roof screen wall HSS p,,"Referenced Documents: RFI 0928.1 Response, S2.2 Question: Per RFI 0928.1 Response, #5 DBAs at each vertical plate were called out to be installed towards the North end of GL 9 Shear Wall in order to support the roof screen wall HSS post. Since DBAs were not installed prior to the TOW embed remediati"
RFI-1591,Southline Office,architectural,35054.0,4.5,broad,high,clear,Ensure that caulking specifications and color coordination are included in future design checklists.,This RFI emphasizes the importance of clear caulking specifications and color coordination in archit,,"Reference: SLP1 - RFI 1591 - PSD Caulking at Column and Spandrel Gaps Confirmation SLP1 - RFI 1378 - PSD Tex-Cote Application Extent Confirmation_Response Tremco Dynamic 100 Product Data and Color Chart Attached Picture Background: During the job walk of 04/12/2024, DES requested to add caulking at "
RFI-1420,Southline Office,plumbing,34291.0,4,category_specific,medium,partial,Ensure proper separation requirements are verified in future trench layouts to avoid conflicts with ,This RFI highlights a significant coordination issue regarding utility separation that could lead to,,"Reference Drawing: R20 DL JT4.0 Currently onsite there is a conflict between the JT and the existing waterline. As such, per PGE spec requirements and per the discussion with the PGE inspector, PEC was directed to have the JT extend so that it was at least 3’ separated from the water line horizontal"
RFI-1445.1,Southline Office,,34291.0,4,category_specific,medium,partial,Ensure proper utility separation during design and construction phases to avoid conflicts.,The proposed alternate joint trench route highlights a significant coordination issue with existing ,,"Reference Drawing: R20 DL JT4.0 Per response to RFI 1445, the JT has been shifted to allow for traffic control Stage 1 set up at Dollar and Linden Avenue. At the intersection of Dollar and Tanforan Ave, near the existing SD(highlighted in red in the attached file), the required 3' horizontal separat"
RFI-1630,Southline Office,,34291.0,4.5,broad,high,clear,Ensure trench depth and utility layout are verified against existing conditions during preconstructi,The RFI reveals a significant design consideration regarding trench layout and utility depth that sh,,"Reference Drawing: R20 DL JT4.0 At the location where the Joint Trench crosses over the SD lines(~15-20' section) there will need to be a change in the layout of the trench. This is coming about due to the fact that the existing condition with the SD pipe depth. Due to this condition, the standard r"
RFI-1369.2,Southline Office,architectural,34070.0,4,category_specific,medium,clear,Ensure all exhaust fan installations are reviewed for curb cap requirements to avoid similar issues.,Clarification on exhaust fan installation details is necessary to prevent potential installation iss,,"Referenced Documents: S2.2 Question: Due to exhaust fans not having curb caps when mounting onto the sleepers, details in RFI 1369.1 does not apply to these locations. Please confirm the attached detail markup is acceptable to install at all exhaust fan locations."
RFI-1060,Southline Office,,33527.0,N/A,,,,,,,Reference: SLP1 - RFI1060 - B1 Lavatory Counter Supports Alt. Configuration to Accommodate MEP Confirmation SLP1 - RFI0286.1 - B1 Lavatory Counter Support Configuration & Spacing Confirmation_R1 SLP1 - RFI0286.2 - B1 Lavatory Counter Support Configuration & Spacing Confirmation_R2 Post on: 4/A4.10 a
RFI-0745,Southline Office,concrete,33437.0,N/A,,,,,,,"Reference: SLP1 - RFI0745 - B1 Loading Dock CMU Dowels Chipping and Bending Confirmation Per conversations with JChen/DES, please confirm that it is acceptable to chip around dowels to allow a 6:1 bend to accomplish correct layout. References Files (1) SLP1 - RFI0745 - B1 Loading Dock CMU Dowels Chi"
RFI-301,Silicon Valley Office,,32645.0,N/A,,,,,,,L1 Duct Shift at Beam Pocket for Smoke Detector and Sprinkler Access
RFI-171,Silicon Valley Office,structural_steel,32558.0,N/A,,,,,,,"Ref: GPLA-SSK-A23r1 DPR Markup; Question: Where glulam posts are being installed at GLs K-L, there is up to a 2"" gap between bottom of GLB post and top of moisture barrier plate. Please confirm it is acceptable to use fire-treated, 2X lumber in lieu of pressure- treated plywood for bearing."
RFI-68,Silicon Valley Office,concrete,32558.0,N/A,,,,,,,"Ref: Issue #1984 Response, 13/GPLA_SSK_A13B; Question: Given haunch provided in Issue #1984 response, 13/GPLA_SSK_A13B, was not installed monolithically with grade beam, please provide an alternate detail for doweling in section of concrete."
RFI-172,Silicon Valley Office,,31456.0,N/A,,,,,,,Elevator Equipment Room 147 Shaft Rating Changes
RFI-0259.1,Southline Office,"electrical, plumbing, mechanical",31442.0,4,category_specific,medium,clear,Ensure thorough review of equipment specifications and placement during design phases to avoid simil,The RFI highlights the importance of equipment compatibility and placement in mechanical design.,,"Ref: M0.02, M2.01, M2.03, M2.05 (PSD PCR #2 dated 01.24.23), Cut Sheet for Aspen Daikin Condensate Pump This is a revision to RFI0259. The added pump at Fire Pump Room 112 is no longer required as the FCU has been moved to the north wall and placed at a higher elevation. Beside, we would like to use"
RFI-306,Silicon Valley Office,,30863.0,N/A,,,,,,,Service Elevator Exposed Ledge inside Hoistway Condition- Bevel Requirement
RFI-2064,Southline Office,,30838.0,N/A,,,,,,,"Reference Drawing: Offsite C6.1 and C6.2 During excavation for the new San Bruno 12"" water relocation on Huntington Ave, A&B crew encountered an unforeseen concrete obstruction. A&B are seeking clarification & direction on the following: 1) Speaking with BART Engineer Deepak Sohi, it is acceptable t"
RFI-1276,Southline Office,,29765.0,N/A,,,,,,,B1 - Air Handler Room Coils Head Gap Closure
RFI-0342,Southline Office,"architectural, electrical, mechanical",29175.0,N/A,,,,,,,Ref: A2.07 (B1 SI-02 dated 01.10.23); Email Correspondence with DES/DPR Drywall/Sprig/CMI dated 03.24.23 This is confirming RFI. Please confirm that it is acceptable to add a room for VFD. The room doesn't need to be insulated. See markup on A2.07.
RFI-1628,Southline Office,"architectural, electrical",28180.0,N/A,,,,,,,Ref: TC2.01 Please advise on locations for the (3) required additional electrical receptacles for Printers. Please identify height and exact location for each receptacle. See attached for more information.
RFI-38,Silicon Valley Office,,27743.0,4,category_specific,medium,partial,Implement a checklist for verifying intumescent coating requirements and shaft wall details in futur,This RFI highlights important design and code compliance considerations for rated shaft conditions.,,SmithGroup please confirm and respond to the following conditions on pages 1-3: 1. Condition #1 a. Please confirm proposed L2 North Shaft detail by Drywall is acceptable 2. Condition #2 a. No action item for SmithGroup 3. Condition #3 a. Please confirm extent of code required intumescent to protect 
RFI-0551,Southline Office,structural,27425.0,N/A,,,,,,,"Reference: SLP1 - RFI0551 - B1 L3 Balcony Embed Detail Confirmation Q1: Please confirm the vertical DBA bar is to be field welded to the top angle. Q2: Please confirm the length of the angle is to be 16"". Q3: Please confirm top angle is to be an L6X6X1/2. Also confirm that angle is not galvanized as"
RFI-0133,Southline Office,,27266.0,N/A,,,,,,,"Reference: A2.07S, S2.08, A2.08, A2.08S, A5.37, A8.23 SLP1 - RFI 0133 - B1 Clarification on EOS, details, and bent plate requirement @ Penthouse 1. We understand that the marked dimensions are shown for the elevator overrun concrete curb/raised slab, and we propose to follow the EOS dimensions for t"
RFI-0355,Southline Office,"architectural, structural, mechanical",27266.0,N/A,,,,,,,B1 Roof Deck Opening for Mechanical Duct
RFI-23,Silicon Valley Office,,27000.0,N/A,,,,,,,"(1) Are holes required to be pre drilled in CLT panel prior to installing SDS25300 screws?
what holds the screw? What is the OC screw pattern?
(3) What finishes are being applied to the outer and inner faces of the double track?"
RFI-0296,Southline Office,,26976.0,N/A,,,,,,,"Reference: SLP1 - RFI 0296 - B1 Embed at service elevator pit confirmation Q1: According to email conversations with Kone on 2/16, this embed dimension (inside of wall to center of embed) needs to change from 5'-6"" to 5'-1 3/8"". Please confirm that this is acceptable."
RFI-0324,Southline Office,,26976.0,N/A,,,,,,,"Ref: S5.00, S2.08 Q1: At marked location we have applied Detail-19/S5.00 per design drawing. But in Tier-4 approval returns, it is been commented to apply Detail-20/S5.00 for left end beam connection of column only (cantilever beam). The Moment connection, Detail-20/S5.00 is applicable for both side"
RFI-1006,Southline Office,"architectural, mechanical, exterior_envelope",26871.0,N/A,,,,,,,"Ref: M2.07, A2.07, A5.13 (B1 Si-05 dated 07.14.23); Email Correspondence with Pavit/CMI dated 09.27.23 This is confirming RFI. Mechanical sheet M2.07 calls out an 8 sf NFA louver on the plan east wall near GL 17.9 for Chiller Room 708. This louver is absent from A2.07 and Detail 4 on sheet A5.13. Th"
