task_id,query_ref,query_text,query_project,query_trade,candidate_id,candidate_ref,candidate_text,candidate_project,candidate_trade,candidate_resolution,relevance,reasoning
task_0d66f649,RFI-0083,B1 Anchor Bolt Installation Means and Methods,Southline Office,,7aad8715-2612-43ce-b7e7-b0783560c078,RFI-0650,This area was poured before the response to RFI-0202.1 resulting in the standard detail being installed 8/ S3.01. Please confirm if the shorter hook dowel length is acceptable assuming the rest of the,Southline Office,"concrete, structural","Please see attached.
Julia Morini (DES Architects & Engineers, Inc. - 10012655) - Jun 19, 2023, 10:3",somewhat_relevant,"While both issues pertain to anchor bolt installation and structural concerns, the specific context and details of the historical RFI do not directly address the means and methods of installation mentioned in the new observation."
task_f164f7f8,ISSUE-153,Finish door installation Drawing: A4.2.0 (ENLARGED PLANS & ELEVATIONS),Abbott Alameda Office TI,,16ba3475-ebec-4f64-895a-82e61225187d,RFI-1502,"REF: Site - Onsite Current Set: 6,9/L8.02 POST TO: Site - Onsite Current Set: 6,9/L8.02 Please review the attached file. Details 9 & 6 on sheet L8.02 show a maximum height of 1' 6"" from the top of the",Southline Office,,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The new observation pertains to door installation, while the historical issue addresses seatwall height discrepancies, indicating fundamentally different construction concerns with no useful connection."
task_f164f7f8,ISSUE-153,Finish door installation Drawing: A4.2.0 (ENLARGED PLANS & ELEVATIONS),Abbott Alameda Office TI,,cb3b8288-5697-481c-b4b3-95c90495b304,RFI-1816,"B2 Outside Corner Schluter for Column at Toilet Room 124 2, A3.01 Question: We currently do not have a specified Schluter type, color, or finish for the outside corner of the Glu-lam column in Toilet ",Southline Office,architectural,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,
task_f164f7f8,ISSUE-153,Finish door installation Drawing: A4.2.0 (ENLARGED PLANS & ELEVATIONS),Abbott Alameda Office TI,,016c8b64-6a73-4ff6-983a-e99a86133602,RFI-1443,PSD Bike Enclosure Interior Walls Paint and Finish Confirmation This currently has a finish level 2 and no paint. Question 1,Southline Office,architectural,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",somewhat_relevant,"While both issues involve finishes, the new observation pertains specifically to door installation, whereas the historical issue focuses on wall paint and finish, indicating some related concerns but not a direct application of the resolution."
task_f164f7f8,ISSUE-153,Finish door installation Drawing: A4.2.0 (ENLARGED PLANS & ELEVATIONS),Abbott Alameda Office TI,,31e34a34-d5c2-4fb2-973b-3e8c3ca80d88,RFI-0177,"As discussed during SEOR site visit on 12.22.22, please confirm that at locations where bottom reinforcement has sufficient room to run over pile it is acceptable to remove the (3) added bars called o",Southline Office,,"Please see attached.
Julia Morini (DES Architects & Engineers, Inc. - 10012655) - Dec 27, 2022, 4:38",not_relevant,"The new observation pertains to door installation, while the historical issue involves reinforcement bars and structural details, indicating fundamentally different problems with no useful connection."
task_f164f7f8,ISSUE-153,Finish door installation Drawing: A4.2.0 (ENLARGED PLANS & ELEVATIONS),Abbott Alameda Office TI,,0967b98e-3f54-41d1-adad-730b94e593b5,RFI-62,"As mentioned in RFI #37, The room/wall layout on the level 2 Architectural floor plan at GL6-8 & G-H has been updated for the IFP R.1 submission, but the level 2 RCP was not updated accordingly. Sugge",CoreSite Data Center,architectural,"Ashley Hill (Corgan - 10059759): RCP segment B and enlarged plan have been provided, see attached. G",somewhat_relevant,"While both issues involve construction documentation and updates to plans, the specific focus on door installation in the new observation does not directly relate to the room layout and RCP updates discussed in the historical issue."
task_f164f7f8,ISSUE-153,Finish door installation Drawing: A4.2.0 (ENLARGED PLANS & ELEVATIONS),Abbott Alameda Office TI,,f279334e-21f0-4f7e-804f-c683dd75111d,RFI-0596,"Per the attached email from Tim and Armando from GPLA, please confirm it is acceptable to have 4' splice and that it does not need to be staggered.",Southline Office,concrete,"Please see attached.
Julia Morini (DES Architects & Engineers, Inc. - 10012655) - Jun 5, 2023, 3:01 ",not_relevant,"The new observation pertains to door installation, while the historical issue is related to concrete splice requirements, indicating fundamentally different construction concerns."
task_f164f7f8,ISSUE-153,Finish door installation Drawing: A4.2.0 (ENLARGED PLANS & ELEVATIONS),Abbott Alameda Office TI,,ba3b4ed1-7c94-4b39-85e8-470a1756b03a,RFI-1380,"REF: Site - Onsite Current Set: L3.00, Site - Offsite Current Set: L3.00. POST TO: Site - Onsite Current Set: L3.00, Site - Offsite Current Set: L3.00. Please review the attached file. Drip indicators",Southline Office,,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The new observation pertains to door installation, while the historical issue focuses on irrigation plans and drip indicators, indicating fundamentally different problems with no useful connection."
task_f164f7f8,ISSUE-153,Finish door installation Drawing: A4.2.0 (ENLARGED PLANS & ELEVATIONS),Abbott Alameda Office TI,,9e56f0f0-e8c6-4307-902d-a584afbebb0e,RFI-1232,B1 Lobby Power Receptacles Relocation,Southline Office,"architectural, electrical","Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The new observation pertains to door installation, while the historical issue involves power receptacle relocation, indicating fundamentally different problems with no useful connection."
task_f164f7f8,ISSUE-153,Finish door installation Drawing: A4.2.0 (ENLARGED PLANS & ELEVATIONS),Abbott Alameda Office TI,,70bac907-d711-4e4c-8f23-567a7368e13c,RFI-0981,"Ref: Detail 2/A8.20 Based on discussions with DES on 9/21, please confirm it is acceptable to install curtainwall insulation minimum 6"" above roof slab to complete edge of slab firesafing at roof para",Southline Office,"architectural, exterior envelope",,not_relevant,"The new observation pertains to door installation, while the historical issue focuses on curtainwall insulation and parapet conditions, indicating fundamentally different construction concerns."
task_f164f7f8,ISSUE-153,Finish door installation Drawing: A4.2.0 (ENLARGED PLANS & ELEVATIONS),Abbott Alameda Office TI,,c6095f8a-615f-4eb4-a6de-8f2c16ddbf6f,RFI-1626,"REF: Site - Onsite Current Set: L1.40B, Submittal #4297 POST TO: Site - Onsite Current Set: L1.40B Per the landscape layout drawings L1.40B, it appears the north footings of the shade structure may ov",Southline Office,"architectural, concrete, landscaping, structural","Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",somewhat_relevant,"While the new observation pertains to door installation and the historical issue involves structural conflicts with a shade structure, both relate to construction coordination and potential conflicts on-site, suggesting some lessons about managing installations may apply."
task_538b0301,RFI-98,"Per discussion on BIM cluster call, Pugliese has updated their shop drawings to increase the width of the Corridor 262 RAF ramps per SD comments. However, increasing the width of the ramp to 4’ leaves",CoreSite Data Center,structural,824ee15e-15d3-4091-9d6c-aa3ce782a4e7,RFI-183,"RFI #125 confirmed the changes to the RPPs design, quantity and voltage. Per the attached email correspondence from September 18th with CEI, DPR and kW, ""No exceptions taken to the use of black conduc",CoreSite Data Center,electrical,"Garret Gross (KW Engineering - 10059720): 1. Per attached email chain, KW takes no exceptions to uti",not_relevant,"The new observation pertains to structural clearance issues related to ramp width, while the historical issue focuses on electrical design and conductor specifications, making them fundamentally different problems with no useful connection."
task_538b0301,RFI-98,"Per discussion on BIM cluster call, Pugliese has updated their shop drawings to increase the width of the Corridor 262 RAF ramps per SD comments. However, increasing the width of the ramp to 4’ leaves",CoreSite Data Center,structural,7838a72e-bb49-4af5-8c83-172233d5c997,RFI-1628.2,"Ref: RFI 1628, RFI 1628.1, TC2.01, QF301 The requested additional data drops needed for the restaurant will require additional conduit pathways for the added data cabling. 1) Please confirm it is acce",Southline Office,"cabling, food service, pathways",,not_relevant,"The new observation pertains to structural clearance issues related to ramp width, while the historical issue focuses on conduit pathways for data cabling, making them fundamentally different problems with no useful connection."
task_538b0301,RFI-98,"Per discussion on BIM cluster call, Pugliese has updated their shop drawings to increase the width of the Corridor 262 RAF ramps per SD comments. However, increasing the width of the ramp to 4’ leaves",CoreSite Data Center,structural,7e512a9c-a32b-4cae-b59b-c6f40fc62932,RFI-1433,"Ref: SLP1 - 3075-074229 PSD Metal Panel and Terracotta Deferred Submittal Please review the attached. Due to the field conditions of concrete tolerances it is necessary to create an adjustable ""furrin",Southline Office,concrete,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The new observation concerns the clearance of a ramp in a data center, while the historical issue deals with concrete tolerances for panel installation, making them fundamentally different issues with no useful connection."
task_538b0301,RFI-98,"Per discussion on BIM cluster call, Pugliese has updated their shop drawings to increase the width of the Corridor 262 RAF ramps per SD comments. However, increasing the width of the ramp to 4’ leaves",CoreSite Data Center,structural,1f99fa91-d96d-42c5-a697-69f8ac2e6ea4,RFI-0628,Regarding the provided sketch for attachment of HSS5x5 coiling door support post to WF beams on attached erection sheet E401 per SLP1 - 3906-055000-0 B1 Coiling Door Supports Shop Drawings. The sketch,Southline Office,structural,"Please see attached.
Julia Morini (DES Architects & Engineers, Inc. - 10012655) - Jun 14, 2023, 7:36",not_relevant,"The new observation concerns clearance issues related to ramp width, while the historical issue pertains to the attachment details of a coiling door support, making them fundamentally different problems with no useful connection."
task_538b0301,RFI-98,"Per discussion on BIM cluster call, Pugliese has updated their shop drawings to increase the width of the Corridor 262 RAF ramps per SD comments. However, increasing the width of the ramp to 4’ leaves",CoreSite Data Center,structural,f494b457-053f-4236-8bcc-801ca8e0b796,RFI-0981,"Ref: Detail 2/A8.20 Based on discussions with DES on 9/21, please confirm it is acceptable to install curtainwall insulation minimum 6"" above roof slab to complete edge of slab firesafing at roof para",Southline Office,"architectural, exterior envelope","Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The historical issue pertains to curtainwall insulation and fire-safing at a roof parapet, which is unrelated to the structural concerns of ramp width and clearance in the new observation."
task_538b0301,RFI-98,"Per discussion on BIM cluster call, Pugliese has updated their shop drawings to increase the width of the Corridor 262 RAF ramps per SD comments. However, increasing the width of the ramp to 4’ leaves",CoreSite Data Center,structural,e9795a61-7465-4277-a5c1-03eba11b4728,RFI-058,Architectural vs. Electrical Lighting RCP,Sutter Eden - Office TI,,"lynette brawley (Pratt Architecture, An Architectural Corporation - 10112521): Confirmed.
RFI Clarif",not_relevant,"The historical issue pertains to architectural and electrical coordination, while the new observation focuses on structural clearance and ramp width, indicating fundamentally different problems with no useful connection."
task_538b0301,RFI-98,"Per discussion on BIM cluster call, Pugliese has updated their shop drawings to increase the width of the Corridor 262 RAF ramps per SD comments. However, increasing the width of the ramp to 4’ leaves",CoreSite Data Center,structural,6bc08fdf-3854-42a9-9815-e0cf103bf68a,RFI-21,"Per RFP RFI-81, In areas with a ceiling, the plans call for dry flexible pendants, please confirm it is acceptable to use standard flex drops as an alternate.",CoreSite Data Center,fire protection,"Tara Welytok (KW Engineering - 10059720): KW Response
kW takes no exception to using standard flex d",not_relevant,"The historical issue pertains to the use of flexible drops in ceiling areas, which does not relate to the structural concerns of ramp width and clearance in the new observation."
task_538b0301,RFI-98,"Per discussion on BIM cluster call, Pugliese has updated their shop drawings to increase the width of the Corridor 262 RAF ramps per SD comments. However, increasing the width of the ramp to 4’ leaves",CoreSite Data Center,structural,ad41d6a5-d735-4770-97b3-bc5161a12699,RFI-0871,"Please confirm if all IDF Rooms are to be painted. If paint is needed at these rooms, please provide finish type.",Southline Office,architectural,Please see attached.,not_relevant,"The historical issue pertains to painting IDF Rooms, which is unrelated to the structural concerns and clearance issues raised in the new observation about the RAF ramp."
task_538b0301,RFI-98,"Per discussion on BIM cluster call, Pugliese has updated their shop drawings to increase the width of the Corridor 262 RAF ramps per SD comments. However, increasing the width of the ramp to 4’ leaves",CoreSite Data Center,structural,8a2616d8-a671-4425-9c3e-dddbe15a0a0a,RFI-1048,"Ref: A4.01 (B1 SI-05 dated 07.14.23), SC2.01 (B1 SI-06 dated 10.12.23) See SC2.01, we need three pull boxes at the lobby area for future security devices. Please confirm that it is acceptable to have ",Southline Office,"architectural, electrical","Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The new observation concerns the clearance of a ramp in a structural context, while the historical issue pertains to the installation of pull boxes in an architectural context, making them fundamentally different issues with no useful connection."
task_538b0301,RFI-98,"Per discussion on BIM cluster call, Pugliese has updated their shop drawings to increase the width of the Corridor 262 RAF ramps per SD comments. However, increasing the width of the ramp to 4’ leaves",CoreSite Data Center,structural,aee8ebe1-0b02-4cd4-90f1-87550c5280ae,RFI-326,Light Pole Clearance from Curbs - For Record RFI,Silicon Valley Office,,Jerry Zuniga (Langan Engineering and Environmental Services Inc - 10066660): The parking stalls are ,not_relevant,"The historical issue regarding light pole clearance from curbs does not address the specific concerns about ramp width and clearance from columns in the new observation, making them fundamentally different issues."
task_8d20de1c,RFI-140,Display Room 1074 Power & Data Confirmation Display Room 1074 Power & Data Confirmation Reference: Electrical Power Plan/E2.1.1 Low Voltage Overall Plan/T2.11 Question: Electrical drawings indicate po,Intuitive Surgical MOB,"audio visual, electrical",dacbe8c1-a915-4e76-a19a-516300039e52,RFI-110,FCU Relocation from Room 3022 to Room 3028 FCU Relocation from Room 3022 to Room 3028 Reference: Mechanical 3rd Floor Plan/M2.03. & Floor Plan/A2.13 Question: The mechanical drawings indicate a FCU lo,Intuitive Surgical MOB,architectural,"Felice Rosario Arrigotti (RMW Architecture + Interiors - 10024152): Glumac Response
Glumac does not ",not_relevant,"The new observation pertains to power and data requirements for a display room, while the historical issue involves the relocation of a fan coil unit, making them fundamentally different issues with no useful connection."
task_8d20de1c,RFI-140,Display Room 1074 Power & Data Confirmation Display Room 1074 Power & Data Confirmation Reference: Electrical Power Plan/E2.1.1 Low Voltage Overall Plan/T2.11 Question: Electrical drawings indicate po,Intuitive Surgical MOB,"audio visual, electrical",5e78d204-6628-4ff9-9819-f3ec37ae893f,RFI-806.1,"Refer to marked up copy of S2.3 attached. Further to the response to Question 13 on RFI-0806 (Glazier Steel RFI 10). If we increase the extension plate to 1 1/4"" as noted then we will have a 1/2"" gap ",Southline Office,"structural, architectural","Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The new observation pertains to electrical power and data requirements, while the historical issue involves structural concerns related to welding and gap measurements, indicating fundamentally different problems."
task_8d20de1c,RFI-140,Display Room 1074 Power & Data Confirmation Display Room 1074 Power & Data Confirmation Reference: Electrical Power Plan/E2.1.1 Low Voltage Overall Plan/T2.11 Question: Electrical drawings indicate po,Intuitive Surgical MOB,"audio visual, electrical",3d51e349-61c7-462e-884d-f977ce336235,RFI-40,"On 5/30 site walk with DPR, CEI, and SVM, a SVP utility pull box was identified underneath the proposed installation location of P3 MCP-05 and partially under existing MCP-04. This pull box was not sh",CoreSite Data Center,,Dave Allen: This pull box was for temporary feeders until the substation was energized. SVP will con,not_relevant,"The new observation pertains to power and data requirements for a specific display room, while the historical issue involves a utility pull box related to temporary electrical pathways, making them fundamentally different issues with no useful connection."
task_8d20de1c,RFI-140,Display Room 1074 Power & Data Confirmation Display Room 1074 Power & Data Confirmation Reference: Electrical Power Plan/E2.1.1 Low Voltage Overall Plan/T2.11 Question: Electrical drawings indicate po,Intuitive Surgical MOB,"audio visual, electrical",77bea688-9480-425a-8e31-94d2682a47ae,RFI-84,"1. Contract document P3-E03-02 Detail#1 calls out for 3/4"" conduits from RPP panels back to 0201-PGB-01. Please confirm if this intended to be shown as typical and it is acceptable to route each RPP p",CoreSite Data Center,electrical,"Garret Gross (KW Engineering - 10059720): Comment for items 1-4:
Conduits are not required for below",somewhat_relevant,"While both issues involve electrical requirements and conduit specifications, they address different aspects of electrical installation, making the historical issue potentially useful but not directly applicable to the new observation."
task_8d20de1c,RFI-140,Display Room 1074 Power & Data Confirmation Display Room 1074 Power & Data Confirmation Reference: Electrical Power Plan/E2.1.1 Low Voltage Overall Plan/T2.11 Question: Electrical drawings indicate po,Intuitive Surgical MOB,"audio visual, electrical",59a2f252-7dec-4d51-beb9-b9d0f6bf05d4,RFI-121,Quadplex outlets are currently shown in the windows for Offices 214 and 215. Other nearby offices show floor boxes in similar locations instead. Suggested answer Please confirm if the intent is to pro,CoreSite Data Center,electrical,"Garret Gross (KW Engineering - 10059720): KW Response
1. See the attached for relocated receptacles.",somewhat_relevant,"While both issues involve electrical requirements and confirmations for specific rooms, they address different aspects of electrical installations (power/data vs. outlet types) and do not directly resolve each other's concerns."
task_8d20de1c,RFI-140,Display Room 1074 Power & Data Confirmation Display Room 1074 Power & Data Confirmation Reference: Electrical Power Plan/E2.1.1 Low Voltage Overall Plan/T2.11 Question: Electrical drawings indicate po,Intuitive Surgical MOB,"audio visual, electrical",61c776f5-0fb4-4a73-9678-bb45e905fd56,RFI-1,"13 How does this portion continue and finish to the mullion within Stair 1?
13 How does this portion continue and finish to the mullion within Stair 2?
13 How does this portion continue and finish to ",Southline Office,architectural,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The historical issue pertains to architectural details regarding mullions in staircases, which does not relate to the electrical and data requirements in Display Room 1074."
task_8d20de1c,RFI-140,Display Room 1074 Power & Data Confirmation Display Room 1074 Power & Data Confirmation Reference: Electrical Power Plan/E2.1.1 Low Voltage Overall Plan/T2.11 Question: Electrical drawings indicate po,Intuitive Surgical MOB,"audio visual, electrical",cfb16630-54a9-4246-a6cc-51ff38e67dca,RFI-1397,"B2 Waterproofing at CMU Footing 01 Question: Per detail 20/A8.01, the below grade waterproofing is shown to extend ""to edge of footing"". Approved below grade shop drawings (4286) sheet AR-08 currently",Southline Office,architectural,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The new observation pertains to electrical power and data requirements, while the historical issue concerns waterproofing details for a footing, making them fundamentally different issues with no useful connection."
task_8d20de1c,RFI-140,Display Room 1074 Power & Data Confirmation Display Room 1074 Power & Data Confirmation Reference: Electrical Power Plan/E2.1.1 Low Voltage Overall Plan/T2.11 Question: Electrical drawings indicate po,Intuitive Surgical MOB,"audio visual, electrical",82aa8298-b86f-485a-a3fc-9c3b2c9f7669,RFI-1669,"REF: Site - B2 Current Set: L4.01, L4.10 POST TO: Site - B2 Current Set: L4.01, L4.10 Please see the attached file. Per Building 2 tree tagging trip on 05/07/24, a few substitutions were agreed upon b",Southline Office,landscaping,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The new observation pertains to electrical power and data requirements, while the historical issue involves landscaping tree substitutions, making them fundamentally different issues with no useful connection."
task_8d20de1c,RFI-140,Display Room 1074 Power & Data Confirmation Display Room 1074 Power & Data Confirmation Reference: Electrical Power Plan/E2.1.1 Low Voltage Overall Plan/T2.11 Question: Electrical drawings indicate po,Intuitive Surgical MOB,"audio visual, electrical",e60e5602-7418-4950-b098-2b648d8573fe,RFI-0786,Onsite - R16 JT AT&T and Comcast Reroute,Southline Office,,Please see attached.,not_relevant,"The historical issue pertains to a reroute of telecommunications services, which does not directly address the power and data confirmation needed for Display Room 1074 in the new observation."
task_8d20de1c,RFI-140,Display Room 1074 Power & Data Confirmation Display Room 1074 Power & Data Confirmation Reference: Electrical Power Plan/E2.1.1 Low Voltage Overall Plan/T2.11 Question: Electrical drawings indicate po,Intuitive Surgical MOB,"audio visual, electrical",5f5c864c-ca63-4728-9e4d-22fdf2c3b490,RFI-76,Abbott Alameda 1420 HBP - Stair 2 Slab Edge Infill Confirmation,Abbott Alameda Office TI,,Elaine Yiu (FORGE - 10049724): See attached for detailed comments.,not_relevant,"The historical issue pertains to a stair slab edge infill confirmation, which is unrelated to the power and data requirements in a display room, indicating no useful connection between the two issues."
task_9a0eac68,RFI-008,Drywall Dimensions Clarification,Sutter Eden - Office TI,,7886d5b6-4a94-4ccf-9669-ce486e4b9fda,RFI-1523,"Per field walk with DES on 3/14/24, please confirm that the North-West Jog is to receive MDF Base. Please note that this will require a 3rd layer of drywall and reduce the adjacent wall tile dimension",Southline Office,,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",somewhat_relevant,"While both issues involve drywall dimensions, the historical RFI specifically addresses a different aspect of drywall installation related to base and wall tile dimensions, which may provide some insights but does not directly resolve the new observation."
task_9a0eac68,RFI-008,Drywall Dimensions Clarification,Sutter Eden - Office TI,,ab48f7b9-580c-4245-b7a8-914325126fb8,RFI-1721,"REF: PSD Current Set: A5.01C, A8.12, Site - Onsite Current Set: C2.2 POST TO: PSD Current Set: A5.01C, A8.12, Site - Onsite Current Set: C2.2 Please review the attached file. Please provide the follow",Southline Office,,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",somewhat_relevant,"While both issues involve dimensions related to construction elements, the specific context and details differ, making the historical RFI potentially useful but not directly applicable to the new observation."
task_9a0eac68,RFI-008,Drywall Dimensions Clarification,Sutter Eden - Office TI,,7201ff80-9224-4251-aaeb-660158d9791b,RFI-80.1,Abbott Alameda 1420 HBP - Added EM Power at L2 Light Fixture in Stair 2 Clarification,Abbott Alameda Office TI,architectural,Ava Ghiassi (FORGE - 10049724): Please see attached PDF.,not_relevant,"The new observation pertains to drywall dimensions, while the historical issue involves electrical power clarification for light fixtures, indicating fundamentally different concerns."
task_9a0eac68,RFI-008,Drywall Dimensions Clarification,Sutter Eden - Office TI,,03ea8c86-5fa0-440a-92a4-1d3f732219bf,RFI-1303,"The loading dock walls are called out as Type G walls which call out Type X drywall. With the perforations in the coiling door, the loading dock will be regularly open to the elements, including moist",Southline Office,,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",somewhat_relevant,"Both issues involve drywall specifications and environmental considerations, but they address different contexts and specific requirements, making the historical issue potentially useful but not directly applicable."
task_9a0eac68,RFI-008,Drywall Dimensions Clarification,Sutter Eden - Office TI,,05e2bbe9-30ef-4457-9f66-ea7a2da5e861,RFI-182,"Per note 6 on the single line diagram, Cooper S.T.A.R fault indicators are required. However, the specification does not clearly identify which model or type is intended for installation. Based on the",CoreSite Data Center,electrical,Garret Gross (KW Engineering - 10059720): 1. Provide SCHI type indicator for A/B/C/D loops. Provide ,not_relevant,"The new observation pertains to drywall dimensions, while the historical issue involves electrical specifications for fault indicators, indicating fundamentally different problems with no useful connection."
task_9a0eac68,RFI-008,Drywall Dimensions Clarification,Sutter Eden - Office TI,,1ca1a915-4325-4648-ac04-4309ad699a5e,RFI-0913,B1 Traffic Coating at Floor Drain and Floor Sink,Southline Office,architectural,Please see attached.,not_relevant,"The new observation regarding drywall dimensions does not relate to the historical issue about traffic coating at floor drains and sinks, as they address fundamentally different aspects of construction."
task_9a0eac68,RFI-008,Drywall Dimensions Clarification,Sutter Eden - Office TI,,262993b8-1537-4faf-9304-47e310934cbb,RFI-12,"Per RFP RFI PC-030, Structural detail 10/P3-S500.3 for slotted track to concrete filled deck calls out for ¾” deflection. Details 1-4/P3-A02-00 call out for 1-1/2” - 1 3/4"" deflection. Please confirm ",CoreSite Data Center,"architectural, structural","Daniel Showalter (Peoples Associates Structural Engineers, Inc. - 10040833): PASE RESPONSE:
Please s",somewhat_relevant,"While the historical issue addresses deflection in structural elements, which may relate to drywall installation, it does not directly resolve the specific query about drywall dimensions."
task_9a0eac68,RFI-008,Drywall Dimensions Clarification,Sutter Eden - Office TI,,8c7dcf9a-226a-4c74-a3cf-87bcb91e91f8,RFI-2017,"Offsite - R20 Tanforan - 53 Tanforan service conversion 0 After contacting the property owner at 53 Tanforan Ave, AGL was able to access the 2 100A subpanels in the garage. These panels are side by si",Southline Office,,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The new observation regarding drywall dimensions does not relate to the electrical panel installation issue described in the historical RFI, as they address different aspects of construction."
task_9a0eac68,RFI-008,Drywall Dimensions Clarification,Sutter Eden - Office TI,,ab48875b-7512-4a29-a716-eb86eac5598a,RFI-79,Pipe Penetrations Needed for Split System Refrigeration Lines,Intuitive Surgical MOB,mechanical,"Felice Rosario Arrigotti (RMW Architecture + Interiors - 10024152): SEI RESPONSE:
NO EXCEPTIONS TAKE",not_relevant,"The new observation regarding drywall dimensions does not relate to the historical issue of pipe penetrations for refrigeration lines, as they address different aspects of construction without any direct connection."
task_9a0eac68,RFI-008,Drywall Dimensions Clarification,Sutter Eden - Office TI,,9f78657f-2a02-46f0-9772-cbec5e6d698e,RFI-0236.2,"Please confirm that the chip and epoxy detail is acceptable as shown on sheet 2.
Architect to confirm if loading dock starter wall is to terminate 2'-10"" from Gridline 20 in relation to roll up door l",Southline Office,structural,"Please see attached.
Julia Morini (DES Architects & Engineers, Inc. - 10012655) - Jun 1, 2023, 1:09 ",not_relevant,"The new observation regarding drywall dimensions does not relate to the structural details and loading dock issues addressed in the historical RFI, indicating fundamentally different problems."
task_a2e74bb1,RFI-131,Embed Fix for Roll Up Door at GL-8/J Column,Silicon Valley Office,structural_steel,334334ea-00d2-40e3-89ed-2154ce975504,RFI-1355,"Sheets: A4.01, A7.01, A9.13, RFI 1280 RFI 1280 changed the location of the west mechoshade pocket in the L1 lobby. The drop soffits for the mechoshade and light do not align with the current called ou",Southline Office,architectural,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The new observation pertains to a structural steel issue related to an embed fix for a roll-up door, while the historical issue involves architectural soffit alignment around a column, indicating fundamentally different problems with no useful connection."
task_a2e74bb1,RFI-131,Embed Fix for Roll Up Door at GL-8/J Column,Silicon Valley Office,structural_steel,9fd06d8c-e6d6-4cf1-851a-b6a66105eb3a,RFI-2027,"B2 Bar Mirror Glass Ledger Details 03, A9.75 Question: Per email correspondence between DES and DPR, the Bar Mirror Glass is to have vertical ledgers stopping at the first shelf as shown in markup att",Southline Office,architectural,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The new observation pertains to a structural steel issue related to a roll-up door, while the historical issue involves architectural details for mirror glass, making them fundamentally different problems with no useful connection."
task_a2e74bb1,RFI-131,Embed Fix for Roll Up Door at GL-8/J Column,Silicon Valley Office,structural_steel,59685bc1-f954-45c0-b36b-ff78b53ea164,RFI-39.1,"Z to use at the level 1 MDF room. The steel brace does not allow for the 3rd layer of drywall to be places. DPR recommends using a 2-1/2"" stud with a higher gauge for this wall. Please provide detail ",Intuitive Surgical MOB,architectural,Felice Rosario Arrigotti (RMW Architecture + Interiors - 10024152): RMW: Provide UL V419 2-hr rated ,not_relevant,"The new observation pertains to a structural steel embed fix for a roll-up door, while the historical issue involves drywall installation challenges related to an architectural element, indicating fundamentally different problems."
task_a2e74bb1,RFI-131,Embed Fix for Roll Up Door at GL-8/J Column,Silicon Valley Office,structural_steel,0ec8d3ef-6ad0-4635-8093-f6bdd602e0e2,RFI-1065,"Ref approved as noted Submittal SLP1 - 4234-061543-0 B2 Mass Timber Shop Drawings R1 MCN, 4/S5.2, 9&10/ S5.3, 13/S6.1, 6&7,S6.2, 3/S6.3, 2/S7.1, A10.00, and Spec 099000.1: Finish Schedule A10.00 calls",Southline Office,architectural,"Julia Morini (DES Architects & Engineers, Inc. - 10012655): Please see attached.",not_relevant,"The new observation pertains to a structural steel issue related to a roll-up door, while the historical issue involves architectural finishes for mass timber components, indicating fundamentally different problems with no useful connection."
task_a2e74bb1,RFI-131,Embed Fix for Roll Up Door at GL-8/J Column,Silicon Valley Office,structural_steel,a9722e89-0b08-4bf8-9e6b-938a997a78a8,RFI-43,Cycle 1 - 7/22/25: The updated reference markup was changed to move the air separator equipment further plan-south to avoid obstructions with phase 4 installations at the mechanical yard per design te,CoreSite Data Center,mechanical,"Daniel Showalter (Peoples Associates Structural Engineers, Inc. - 10040833): PASE Response:
No excep",not_relevant,"The new observation pertains to a structural steel issue related to a roll-up door, while the historical issue involves mechanical equipment placement, making them fundamentally different problems with no useful connection."
